Transaction id,amount,merchant id,sector in company,day in month
2951,$42.95,testing,hardware,20
6215,$1303.91,aws,r&d,9
6842,$48.53,testing,swe,26
5965,$1722.44,aws,r&d,23
6877,$277.91,google cloud,marketing,10
2707,$1610.37,aws,swe,21
9308,$20.14,testing,swe,10
9445,$1545.71,google cloud,r&d,23
1522,$25.20,testing,r&d,14
6846,$590.39,amazon,marketing,22
4586,$1202.76,google cloud,marketing,24
6272,$31.19,testing,marketing,1
9409,$10000.00,unkown,swe,7
6948,$602.50,google cloud,r&d,18
731,$1265.55,google cloud,swe,22
2027,$1135.55,aws,swe,28
5439,$740.27,amazon,marketing,28
4063,$10000.00,unkown,swe,13
8606,$1858.37,aws,r&d,23
9870,$10000.00,unkown,swe,27
2812,$1646.49,aws,r&d,17
1983,$1486.49,aws,marketing,9
8135,$10000.00,unkown,r&d,10
1657,$809.00,aws,r&d,8
9949,$1689.34,aws,hardware,1
8872,$1267.23,google cloud,hardware,11
612,$981.20,amazon,hardware,10
6032,$1048.57,aws,hardware,28
7526,$1587.46,google cloud,marketing,5
5910,$726.42,aws,marketing,28
3147,$1438.30,aws,r&d,8
6680,$10000.00,unkown,swe,7
846,$1423.76,aws,swe,13
2340,$1385.10,google cloud,marketing,12
1272,$1072.20,aws,swe,7
5591,$1445.00,google cloud,marketing,7
144,$10000.00,unkown,hardware,11
6976,$1118.81,aws,hardware,6
4074,$38.43,testing,swe,21
6208,$22.09,testing,swe,28
8753,$278.53,google cloud,marketing,13
3451,$1239.21,google cloud,swe,29
748,$979.65,aws,r&d,15
1324,$329.42,amazon,r&d,16
2000,$987.17,amazon,marketing,30
4447,$24.83,testing,swe,19
1890,$507.92,google cloud,r&d,4
2428,$1227.89,aws,hardware,28
5728,$1117.14,google cloud,hardware,22
4627,$428.88,google cloud,swe,26
9789,$1324.70,google cloud,hardware,23
4772,$35.78,testing,r&d,25
1263,$35.32,testing,marketing,27
1611,$589.09,amazon,swe,30
3939,$1305.71,aws,marketing,22
3353,$37.62,testing,r&d,19
8234,$29.63,testing,r&d,13
9317,$10000.00,unkown,r&d,3
5572,$1993.93,aws,swe,4
1240,$621.88,amazon,marketing,9
368,$1727.74,google cloud,r&d,23
8082,$1002.97,aws,hardware,26
4041,$27.65,testing,swe,18
3796,$1933.42,google cloud,r&d,3
492,$424.45,amazon,marketing,23
8903,$895.77,google cloud,swe,21
4660,$232.49,google cloud,swe,25
5345,$571.70,amazon,hardware,17
1051,$1950.91,google cloud,hardware,18
7113,$946.81,aws,swe,3
4875,$1181.75,google cloud,r&d,22
5927,$1776.98,aws,hardware,20
109,$747.46,aws,marketing,16
5087,$740.39,aws,hardware,1
1661,$49.05,testing,r&d,8
6646,$21.30,testing,marketing,25
1820,$743.28,aws,hardware,18
1139,$1732.29,aws,swe,29
7706,$1026.22,aws,swe,5
3118,$10000.00,unkown,hardware,30
1356,$1700.42,aws,hardware,19
3262,$1286.90,google cloud,hardware,28
7231,$722.41,aws,hardware,19
122,$682.02,amazon,swe,22
8061,$34.84,testing,swe,12
8802,$33.56,testing,swe,10
7228,$869.91,aws,r&d,10
8019,$421.15,amazon,swe,7
1780,$37.12,testing,marketing,22
2389,$10000.00,unkown,hardware,1
9993,$30.41,testing,swe,17
3841,$965.47,aws,hardware,9
7966,$704.41,google cloud,swe,22
6751,$351.21,amazon,marketing,23
6588,$39.58,testing,marketing,15
4746,$24.32,testing,swe,5
6926,$695.41,amazon,swe,16
2769,$499.42,google cloud,marketing,8
3132,$742.96,aws,marketing,6
1350,$255.60,amazon,hardware,24
9875,$42.37,testing,swe,29
130,$146.95,amazon,swe,27
4630,$49.91,testing,hardware,11
3342,$135.17,amazon,swe,5
8267,$661.24,google cloud,swe,29
1588,$609.75,amazon,r&d,21
1505,$654.37,amazon,marketing,12
3191,$1477.08,aws,swe,25
605,$31.21,testing,r&d,30
1960,$971.11,amazon,hardware,13
6949,$1223.20,aws,marketing,13
8865,$1069.39,aws,marketing,18
9992,$1100.19,aws,r&d,5
7917,$345.11,amazon,marketing,21
7116,$410.78,amazon,r&d,28
6045,$1400.74,aws,hardware,6
3466,$990.57,amazon,r&d,25
8514,$1031.53,aws,swe,3
9349,$936.58,google cloud,marketing,11
9387,$23.31,testing,marketing,27
521,$1504.01,aws,r&d,14
1257,$1418.43,aws,r&d,9
5850,$48.80,testing,marketing,26
6047,$621.30,aws,hardware,1
347,$195.19,amazon,r&d,18
8654,$35.18,testing,swe,7
7354,$36.76,testing,r&d,7
4819,$27.07,testing,marketing,25
8048,$1583.12,google cloud,swe,13
1590,$1528.75,aws,swe,10
6778,$42.63,testing,hardware,20
613,$637.58,google cloud,marketing,5
3401,$46.51,testing,marketing,6
6556,$593.17,amazon,hardware,10
6105,$1299.36,google cloud,hardware,7
8569,$21.72,testing,swe,21
5406,$1559.08,aws,r&d,19
2092,$394.42,amazon,r&d,18
4610,$278.05,amazon,marketing,10
7999,$1439.91,aws,marketing,30
3774,$342.68,amazon,marketing,17
5589,$168.18,amazon,marketing,24
2236,$636.60,amazon,r&d,28
9345,$229.71,amazon,hardware,21
2709,$42.64,testing,swe,1
8918,$363.55,google cloud,marketing,9
4298,$776.64,aws,hardware,4
6098,$286.42,amazon,marketing,2
199,$1003.29,aws,marketing,14
2415,$1283.19,aws,r&d,19
9853,$784.38,google cloud,marketing,11
9074,$24.45,testing,marketing,14
7788,$40.58,testing,marketing,10
5146,$781.19,google cloud,marketing,15
7219,$28.76,testing,hardware,12
2786,$1489.80,google cloud,hardware,6
7144,$47.10,testing,marketing,28
2388,$1486.69,aws,r&d,4
5902,$498.35,amazon,r&d,18
4956,$792.19,amazon,marketing,19
8280,$1018.34,google cloud,r&d,3
295,$1276.77,google cloud,r&d,14
8030,$41.33,testing,r&d,22
7355,$1505.07,google cloud,swe,28
2036,$247.45,google cloud,hardware,22
1081,$775.63,amazon,swe,8
5328,$573.14,amazon,r&d,9
1961,$1375.16,google cloud,hardware,16
311,$10000.00,unkown,hardware,7
6191,$892.74,aws,marketing,5
3675,$1276.26,aws,r&d,20
3135,$43.04,testing,hardware,27
4712,$44.62,testing,hardware,16
7122,$328.84,amazon,r&d,10
5794,$438.51,amazon,marketing,29
2142,$281.39,amazon,marketing,15
6108,$10000.00,unkown,marketing,16
7603,$47.29,testing,swe,8
422,$10000.00,unkown,marketing,3
7400,$10000.00,unkown,swe,10
2784,$461.08,amazon,hardware,6
4798,$915.49,aws,r&d,24
5305,$928.99,aws,swe,5
9357,$10000.00,unkown,r&d,6
2548,$944.66,aws,marketing,6
8940,$402.47,amazon,r&d,25
5448,$1557.49,google cloud,marketing,2
502,$1854.41,google cloud,marketing,22
1786,$640.39,google cloud,hardware,3
1949,$586.64,amazon,r&d,7
2842,$47.75,testing,r&d,22
3502,$42.27,testing,hardware,13
7640,$970.93,amazon,hardware,21
772,$26.21,testing,hardware,7
4594,$47.51,testing,r&d,27
3932,$43.50,testing,swe,29
9844,$1399.68,aws,swe,1
5502,$28.29,testing,hardware,18
2860,$1548.71,aws,r&d,30
5769,$1320.69,google cloud,r&d,14
1123,$10000.00,unkown,hardware,6
4849,$1204.45,aws,r&d,5
289,$1650.57,aws,marketing,23
118,$1203.96,google cloud,marketing,18
167,$10000.00,unkown,r&d,4
719,$24.24,testing,swe,28
667,$1296.98,google cloud,marketing,30
6047,$32.62,testing,marketing,26
2851,$716.86,aws,swe,6
3049,$1674.95,aws,marketing,10
6926,$1675.90,aws,hardware,9
9875,$306.57,amazon,marketing,11
6878,$1016.19,google cloud,marketing,21
9937,$10000.00,unkown,marketing,13
5300,$33.32,testing,hardware,19
5179,$49.04,testing,swe,25
8762,$1719.12,aws,swe,19
8587,$1289.65,aws,hardware,12
9160,$21.06,testing,r&d,16
8065,$31.62,testing,marketing,29
862,$914.55,google cloud,r&d,19
4610,$908.08,amazon,r&d,16
5739,$196.30,amazon,r&d,26
6472,$10000.00,unkown,r&d,20
5156,$38.75,testing,hardware,10
6327,$763.15,aws,r&d,2
3883,$142.06,amazon,swe,21
6772,$1000.00,amazon,marketing,27
5685,$1976.70,aws,r&d,29
8426,$31.90,testing,marketing,25
7635,$20.80,testing,swe,5
5602,$401.33,amazon,hardware,9
1272,$1486.57,aws,hardware,12
938,$1278.87,aws,hardware,26
848,$536.52,amazon,r&d,16
8627,$33.22,testing,marketing,20
6210,$648.10,amazon,marketing,22
1569,$683.08,aws,r&d,14
1038,$967.88,aws,hardware,25
1970,$769.86,amazon,swe,1
3280,$799.57,amazon,hardware,29
5061,$218.17,google cloud,hardware,26
1194,$28.93,testing,r&d,30
2952,$509.16,amazon,r&d,25
3771,$1174.21,aws,hardware,29
4676,$1891.76,google cloud,r&d,7
4913,$39.81,testing,hardware,11
4612,$34.47,testing,hardware,4
5578,$27.20,testing,hardware,16
2975,$530.25,amazon,r&d,11
8585,$1555.62,google cloud,swe,8
573,$664.31,google cloud,hardware,19
7656,$1640.14,aws,r&d,11
6366,$1856.42,google cloud,swe,17
3593,$1835.14,aws,hardware,4
422,$1146.44,aws,hardware,21
5744,$1698.43,aws,hardware,24
4460,$36.72,testing,marketing,16
5535,$1556.09,aws,marketing,20
7745,$28.44,testing,r&d,30
961,$227.46,google cloud,marketing,2
6929,$106.01,amazon,marketing,7
9607,$1952.65,google cloud,marketing,20
2355,$37.74,testing,marketing,8
1724,$48.49,testing,r&d,27
1804,$716.33,amazon,r&d,7
2335,$240.20,amazon,hardware,26
1421,$549.16,google cloud,r&d,3
904,$1110.74,aws,hardware,14
9910,$40.48,testing,hardware,7
7225,$1017.17,aws,marketing,4
1944,$971.32,google cloud,swe,2
4872,$745.88,amazon,hardware,21
891,$45.34,testing,hardware,9
935,$1593.57,google cloud,r&d,10
789,$49.60,testing,hardware,20
8980,$710.69,aws,marketing,22
8746,$675.23,amazon,r&d,12
9862,$1867.69,aws,swe,7
5155,$934.27,amazon,hardware,30
9600,$1306.90,google cloud,swe,9
1017,$182.13,amazon,hardware,6
6794,$709.56,google cloud,marketing,27
8571,$700.75,amazon,hardware,16
965,$1362.87,aws,swe,13
1086,$10000.00,unkown,hardware,13
1166,$1720.21,google cloud,hardware,26
3275,$721.57,google cloud,swe,14
1809,$1222.62,aws,marketing,2
1138,$388.96,google cloud,swe,26
3310,$1135.13,google cloud,hardware,17
9550,$649.26,aws,swe,8
1655,$264.55,google cloud,marketing,6
1751,$854.84,amazon,r&d,2
6983,$1348.90,google cloud,swe,25
277,$1554.35,google cloud,marketing,27
9094,$25.65,testing,hardware,17
3114,$26.96,testing,hardware,3
314,$10000.00,unkown,r&d,25
937,$43.34,testing,hardware,12
7911,$22.43,testing,marketing,13
3161,$30.34,testing,marketing,20
1412,$1667.43,google cloud,swe,13
7487,$978.96,amazon,r&d,23
9894,$33.91,testing,marketing,18
7468,$1263.12,aws,hardware,9
7506,$33.47,testing,swe,21
3593,$1689.45,aws,r&d,6
983,$802.31,google cloud,hardware,10
7362,$10000.00,unkown,r&d,7
942,$531.09,google cloud,marketing,19
9116,$559.99,amazon,hardware,2
3299,$36.33,testing,hardware,26
2613,$1279.24,aws,r&d,20
1667,$26.22,testing,r&d,30
8278,$776.52,google cloud,r&d,2
7991,$38.86,testing,marketing,3
287,$722.00,aws,hardware,8
1757,$45.62,testing,marketing,12
4360,$710.89,google cloud,marketing,8
6979,$30.43,testing,hardware,10
2247,$30.24,testing,r&d,15
6477,$851.61,google cloud,swe,17
7432,$1425.19,google cloud,r&d,26
4626,$34.28,testing,swe,1
8944,$1587.53,google cloud,swe,17
4836,$32.67,testing,hardware,24
2627,$907.84,aws,marketing,27
9789,$25.58,testing,marketing,21
2034,$281.93,google cloud,r&d,8
7576,$41.36,testing,hardware,8
6829,$1593.66,google cloud,swe,6
2486,$34.64,testing,swe,15
4517,$22.48,testing,swe,21
8982,$24.04,testing,r&d,9
7715,$966.89,aws,hardware,30
9900,$1829.64,google cloud,hardware,29
3637,$937.17,amazon,r&d,14
1096,$1020.61,aws,r&d,3
2604,$41.66,testing,marketing,13
7229,$520.28,google cloud,hardware,30
1558,$1076.11,google cloud,r&d,8
1734,$1166.76,google cloud,hardware,20
1140,$528.45,google cloud,r&d,3
7494,$34.47,testing,r&d,23
4382,$552.78,amazon,swe,15
738,$1448.48,aws,r&d,18
4693,$798.15,aws,r&d,30
2504,$255.84,amazon,r&d,19
4460,$1203.77,aws,marketing,25
3574,$304.01,amazon,hardware,2
2961,$10000.00,unkown,hardware,9
8142,$1424.69,google cloud,r&d,11
5467,$995.46,google cloud,swe,15
6403,$1080.56,aws,marketing,28
9919,$38.83,testing,swe,7
1064,$936.29,amazon,swe,22
2168,$43.76,testing,r&d,10
9455,$936.02,amazon,r&d,27
8400,$30.87,testing,marketing,7
6678,$10000.00,unkown,hardware,28
3019,$1074.86,google cloud,marketing,28
6535,$1914.18,google cloud,swe,19
5512,$10000.00,unkown,marketing,7
5822,$10000.00,unkown,swe,9
3184,$549.02,amazon,hardware,5
7965,$677.67,google cloud,swe,30
3136,$388.45,amazon,marketing,14
3608,$229.57,google cloud,marketing,19
6790,$1857.81,aws,marketing,3
2426,$427.36,amazon,hardware,27
2610,$1414.23,aws,hardware,1
8326,$46.59,testing,hardware,23
9997,$656.39,amazon,r&d,7
4560,$10000.00,unkown,r&d,12
2423,$620.78,google cloud,hardware,18
4831,$10000.00,unkown,swe,18
5296,$1748.74,google cloud,r&d,16
8907,$1902.40,aws,swe,21
7607,$158.91,amazon,r&d,10
1507,$45.11,testing,marketing,19
8583,$783.22,aws,r&d,1
8232,$1697.23,aws,hardware,17
7763,$635.82,google cloud,hardware,20
9124,$29.14,testing,r&d,8
8051,$1407.13,aws,marketing,30
1129,$786.59,google cloud,marketing,30
4906,$10000.00,unkown,swe,17
8911,$1868.88,aws,r&d,14
1514,$1837.47,aws,swe,6
2576,$25.04,testing,r&d,12
5680,$138.76,amazon,marketing,21
6332,$49.06,testing,marketing,14
9281,$49.10,testing,swe,26
840,$22.10,testing,hardware,25
9843,$1309.03,google cloud,hardware,1
7299,$790.52,aws,hardware,14
9088,$1609.51,aws,marketing,1
1155,$25.16,testing,hardware,13
5127,$23.31,testing,marketing,4
1887,$1343.10,google cloud,r&d,17
8344,$1281.86,aws,hardware,29
2452,$46.68,testing,swe,29
6512,$614.67,aws,marketing,15
9740,$10000.00,unkown,marketing,14
3442,$49.24,testing,hardware,10
968,$1697.06,aws,swe,29
9987,$22.71,testing,hardware,2
3133,$1103.37,google cloud,marketing,19
3023,$1317.35,aws,swe,16
6048,$512.81,google cloud,r&d,26
9418,$10000.00,unkown,r&d,16
8709,$233.35,google cloud,r&d,27
3521,$699.89,amazon,marketing,23
7866,$1892.21,google cloud,swe,17
1746,$22.14,testing,marketing,27
6217,$962.85,aws,hardware,24
2153,$10000.00,unkown,hardware,2
9409,$45.14,testing,marketing,20
6298,$1536.74,google cloud,marketing,23
6390,$46.72,testing,hardware,4
6645,$825.67,aws,marketing,13
620,$37.32,testing,hardware,25
6638,$251.09,amazon,swe,6
6686,$21.28,testing,hardware,7
1673,$1187.53,google cloud,hardware,30
9095,$702.36,aws,swe,27
6855,$10000.00,unkown,hardware,6
8659,$399.46,google cloud,hardware,27
8196,$949.86,google cloud,marketing,21
473,$1832.01,aws,marketing,16
2025,$745.32,amazon,r&d,9
9088,$281.91,google cloud,swe,30
9790,$863.30,amazon,marketing,1
1493,$188.97,amazon,hardware,10
3050,$1004.08,google cloud,hardware,24
102,$678.26,aws,marketing,29
9880,$943.09,amazon,marketing,28
3194,$644.77,amazon,hardware,15
3026,$583.79,google cloud,swe,16
85,$235.69,google cloud,r&d,21
1491,$430.11,google cloud,swe,15
2799,$22.06,testing,swe,28
4810,$31.76,testing,r&d,27
8490,$1745.76,aws,marketing,23
3503,$1419.14,aws,hardware,23
8540,$502.14,google cloud,hardware,19
9318,$997.07,amazon,marketing,24
5050,$46.88,testing,r&d,26
448,$1519.38,aws,r&d,28
2204,$1550.59,aws,swe,30
403,$565.28,amazon,marketing,2
420,$577.25,amazon,swe,27
3080,$486.64,amazon,hardware,9
7205,$629.28,amazon,r&d,18
5003,$401.02,amazon,swe,6
6227,$915.12,google cloud,hardware,18
4289,$1822.81,aws,swe,21
496,$544.24,google cloud,r&d,3
8216,$1796.76,aws,swe,9
9302,$1717.18,aws,marketing,26
1714,$481.60,amazon,marketing,3
6291,$1252.19,google cloud,swe,28
8640,$690.93,aws,marketing,17
2335,$883.21,aws,hardware,26
3730,$693.71,amazon,hardware,24
548,$948.31,aws,hardware,29
3258,$1857.51,google cloud,hardware,10
7297,$28.57,testing,r&d,18
5772,$904.53,google cloud,r&d,11
7238,$376.35,google cloud,hardware,8
7430,$751.29,amazon,marketing,15
4494,$46.56,testing,marketing,13
5874,$1162.91,google cloud,marketing,7
5794,$767.43,amazon,r&d,14
7375,$1401.05,aws,marketing,24
1885,$36.69,testing,marketing,1
7701,$279.64,amazon,swe,7
9081,$821.61,amazon,hardware,23
5597,$946.85,amazon,swe,5
355,$33.85,testing,swe,10
1821,$1958.35,google cloud,marketing,14
4135,$1395.89,aws,hardware,29
2046,$446.63,amazon,r&d,22
9992,$47.92,testing,swe,11
7616,$1938.00,google cloud,swe,12
201,$10000.00,unkown,marketing,19
6500,$10000.00,unkown,marketing,26
9865,$814.02,google cloud,swe,23
223,$1145.18,google cloud,r&d,10
1314,$321.97,amazon,r&d,5
7410,$37.97,testing,r&d,10
7110,$1275.91,aws,hardware,14
5691,$276.04,amazon,hardware,21
190,$478.49,amazon,marketing,27
1556,$978.31,amazon,marketing,10
6219,$1826.88,aws,marketing,10
7006,$10000.00,unkown,r&d,4
9600,$559.45,amazon,r&d,19
4365,$35.28,testing,marketing,26
4803,$238.36,amazon,marketing,23
8304,$38.03,testing,hardware,24
2995,$562.07,google cloud,swe,10
6064,$1132.96,aws,swe,27
6111,$1253.93,aws,hardware,13
2729,$1045.93,google cloud,marketing,12
4656,$1850.44,google cloud,r&d,30
3786,$1045.04,google cloud,swe,16
4449,$954.38,google cloud,marketing,3
6976,$10000.00,unkown,marketing,7
4722,$1527.27,google cloud,r&d,15
4597,$397.88,google cloud,marketing,2
7311,$20.43,testing,r&d,21
152,$910.51,amazon,swe,14
3442,$26.30,testing,hardware,24
3994,$1455.01,aws,marketing,11
2887,$343.04,amazon,r&d,29
4447,$865.93,google cloud,r&d,21
3581,$1218.00,aws,swe,20
7454,$712.52,aws,hardware,25
3680,$10000.00,unkown,swe,8
3307,$440.97,amazon,hardware,15
3070,$1361.11,aws,hardware,29
2265,$1788.06,google cloud,swe,21
7231,$744.07,amazon,r&d,5
8132,$37.66,testing,marketing,22
7843,$27.17,testing,swe,6
1717,$36.51,testing,marketing,29
6317,$25.01,testing,r&d,6
5842,$243.75,amazon,hardware,23
9820,$36.73,testing,marketing,7
6741,$48.05,testing,hardware,19
7254,$1732.45,google cloud,swe,17
6352,$468.79,google cloud,swe,17
9075,$970.95,amazon,hardware,6
8423,$1050.61,aws,hardware,4
8664,$1844.64,aws,marketing,23
6225,$28.77,testing,hardware,28
1638,$22.34,testing,marketing,29
9931,$22.97,testing,marketing,5
4108,$24.29,testing,r&d,3
4456,$20.24,testing,hardware,23
1523,$683.45,aws,swe,7
5550,$966.57,aws,hardware,5
5770,$295.04,amazon,swe,13
6872,$881.33,aws,marketing,16
9501,$38.15,testing,swe,1
1275,$1115.17,aws,r&d,14
108,$1721.53,google cloud,r&d,24
2213,$35.31,testing,marketing,29
2787,$873.48,google cloud,swe,2
8898,$1911.71,aws,hardware,6
7317,$24.41,testing,r&d,26
7082,$1696.13,aws,marketing,19
3101,$592.28,google cloud,marketing,18
2098,$194.22,amazon,marketing,20
5715,$42.60,testing,marketing,3
1596,$1986.65,aws,marketing,16
2943,$789.55,aws,swe,13
9013,$194.10,amazon,r&d,16
5936,$10000.00,unkown,swe,17
2105,$161.31,amazon,r&d,5
9343,$304.95,amazon,marketing,13
5189,$38.46,testing,marketing,4
8208,$45.15,testing,swe,13
6625,$1563.90,aws,hardware,16
8666,$1167.86,aws,r&d,26
2440,$10000.00,unkown,swe,23
2740,$44.90,testing,marketing,5
7919,$37.61,testing,hardware,21
7310,$39.18,testing,swe,9
1697,$1373.58,aws,hardware,12
6789,$20.27,testing,r&d,28
5314,$1049.06,google cloud,hardware,6
4911,$1007.58,aws,swe,1
3726,$1930.47,google cloud,marketing,9
4592,$35.05,testing,marketing,17
5207,$1258.67,google cloud,marketing,29
5230,$1443.55,aws,marketing,12
274,$22.16,testing,r&d,26
7591,$922.74,aws,hardware,10
7173,$10000.00,unkown,r&d,3
1666,$299.74,google cloud,hardware,16
3090,$174.18,amazon,r&d,3
7878,$1499.11,aws,swe,7
2688,$671.33,aws,swe,14
7557,$27.17,testing,swe,5
9899,$927.93,aws,hardware,27
583,$21.94,testing,hardware,1
8667,$668.36,aws,swe,3
6799,$27.91,testing,marketing,24
405,$10000.00,unkown,hardware,20
4181,$1408.69,google cloud,hardware,7
7214,$714.76,amazon,hardware,4
9844,$38.84,testing,marketing,28
9433,$242.94,amazon,r&d,5
4602,$265.42,amazon,marketing,26
7648,$917.31,google cloud,hardware,13
3950,$1572.97,aws,swe,29
5039,$46.41,testing,hardware,12
3439,$10000.00,unkown,marketing,9
954,$418.09,amazon,swe,6
6022,$950.62,google cloud,marketing,17
667,$38.78,testing,hardware,3
3897,$10000.00,unkown,hardware,12
8031,$1541.35,google cloud,r&d,6
1286,$1391.14,google cloud,swe,24
2034,$121.34,amazon,marketing,12
5871,$1410.46,aws,swe,12
7442,$1532.38,aws,marketing,18
9709,$528.48,amazon,marketing,22
5404,$1782.03,google cloud,hardware,10
5063,$1385.56,aws,hardware,27
6804,$10000.00,unkown,r&d,21
4994,$45.48,testing,hardware,1
6644,$785.35,amazon,r&d,6
2156,$1438.76,aws,r&d,1
1813,$319.91,amazon,marketing,5
574,$518.37,google cloud,r&d,20
3886,$1357.40,aws,swe,22
4443,$22.23,testing,hardware,8
4471,$823.81,google cloud,swe,15
3524,$1994.37,aws,r&d,9
3832,$1070.27,google cloud,hardware,17
9591,$1719.82,google cloud,marketing,9
4479,$1031.86,aws,r&d,5
6039,$229.34,amazon,hardware,7
4755,$1237.82,aws,marketing,9
6056,$42.41,testing,swe,5
726,$956.47,aws,r&d,6
5250,$1344.10,aws,hardware,22
2453,$44.95,testing,marketing,20
9378,$912.95,aws,swe,4
5333,$202.24,amazon,swe,1
1153,$10000.00,unkown,marketing,30
5581,$1504.25,aws,marketing,14
1652,$969.67,amazon,hardware,18
7098,$1244.62,aws,marketing,20
4543,$1852.78,google cloud,r&d,21
8336,$654.08,amazon,r&d,30
9474,$1520.75,google cloud,hardware,23
3267,$1427.07,aws,marketing,12
7850,$1180.85,google cloud,swe,9
3704,$24.11,testing,hardware,29
5121,$460.56,amazon,marketing,18
3808,$898.11,google cloud,r&d,4
4189,$36.50,testing,r&d,14
4817,$1612.08,google cloud,marketing,16
5945,$854.94,google cloud,marketing,20
1740,$43.58,testing,marketing,25
2685,$39.93,testing,r&d,25
8355,$46.19,testing,hardware,4
7400,$43.96,testing,swe,14
7918,$49.39,testing,r&d,13
2530,$1975.96,google cloud,swe,24
3933,$566.10,amazon,hardware,28
4285,$1175.32,google cloud,swe,17
1487,$422.04,amazon,marketing,3
7363,$1383.05,google cloud,marketing,2
6467,$804.82,amazon,hardware,28
6086,$28.57,testing,marketing,1
4604,$374.91,amazon,marketing,7
5991,$42.12,testing,hardware,30
1963,$29.78,testing,marketing,11
4167,$1313.56,google cloud,swe,12
7832,$1248.08,google cloud,marketing,15
3382,$411.99,google cloud,r&d,6
144,$41.68,testing,swe,1
8686,$23.13,testing,hardware,6
5835,$434.83,amazon,marketing,1
5804,$20.59,testing,hardware,1
7012,$1340.18,aws,r&d,10
1524,$274.80,amazon,hardware,24
5825,$521.72,google cloud,swe,24
5402,$1876.49,aws,r&d,22
4648,$35.67,testing,r&d,4
4416,$779.37,amazon,hardware,24
4309,$1911.29,google cloud,r&d,23
446,$1540.03,aws,hardware,9
3643,$698.96,aws,marketing,30
3447,$1571.57,aws,marketing,17
1062,$1808.01,google cloud,swe,12
5730,$531.12,amazon,hardware,29
1877,$29.50,testing,marketing,20
2034,$408.57,google cloud,marketing,7
5892,$1048.73,google cloud,marketing,10
5480,$1709.01,aws,swe,22
2918,$41.26,testing,swe,20
4763,$996.56,amazon,r&d,17
4419,$904.30,amazon,r&d,20
5714,$39.67,testing,swe,19
3049,$43.24,testing,marketing,12
4025,$644.37,google cloud,marketing,16
8460,$33.56,testing,marketing,7
7395,$858.63,amazon,hardware,13
8221,$642.12,aws,marketing,27
2820,$1681.67,aws,swe,16
70,$24.89,testing,hardware,12
7356,$10000.00,unkown,marketing,16
5076,$1178.65,google cloud,hardware,3
8984,$1369.59,aws,r&d,1
8341,$656.30,google cloud,hardware,4
8496,$620.76,amazon,r&d,1
6652,$47.09,testing,swe,22
7963,$104.94,amazon,hardware,30
9612,$49.80,testing,hardware,7
8749,$1271.44,aws,r&d,17
7660,$334.09,amazon,marketing,28
8267,$34.00,testing,hardware,20
4630,$910.58,google cloud,r&d,8
96,$492.57,amazon,marketing,23
5503,$883.11,amazon,marketing,22
1396,$1687.60,google cloud,swe,8
6079,$517.45,amazon,hardware,1
8180,$806.43,amazon,swe,27
1414,$1066.52,aws,r&d,20
5426,$39.08,testing,hardware,6
7474,$1452.83,google cloud,r&d,12
4803,$22.63,testing,swe,24
8508,$375.58,amazon,marketing,7
8733,$23.56,testing,r&d,7
9837,$690.24,aws,r&d,14
7799,$843.82,amazon,marketing,14
2234,$1582.40,aws,hardware,28
240,$214.56,google cloud,hardware,1
2342,$27.52,testing,marketing,1
6526,$475.53,amazon,swe,25
463,$708.07,amazon,marketing,4
5356,$40.61,testing,marketing,14
2912,$1891.52,google cloud,marketing,17
613,$1786.07,aws,r&d,7
1748,$1470.92,google cloud,swe,11
7347,$42.43,testing,hardware,7
812,$1021.89,aws,swe,18
4979,$49.88,testing,r&d,14
1861,$36.03,testing,r&d,1
3298,$1366.50,google cloud,hardware,11
2653,$1117.08,aws,r&d,19
3724,$25.76,testing,marketing,1
1522,$1965.54,google cloud,swe,23
2350,$1644.87,aws,r&d,1
4648,$761.57,aws,swe,1
2548,$10000.00,unkown,swe,10
4529,$1100.05,google cloud,r&d,18
9968,$850.10,aws,swe,17
4042,$731.33,google cloud,marketing,18
584,$10000.00,unkown,marketing,17
19,$836.63,amazon,hardware,19
4837,$1729.81,aws,r&d,2
6133,$1140.97,aws,swe,1
4239,$49.34,testing,marketing,12
8171,$637.34,amazon,marketing,22
7270,$32.26,testing,r&d,21
2875,$665.01,amazon,hardware,19
8554,$537.99,google cloud,swe,2
8130,$21.02,testing,r&d,15
4694,$757.35,google cloud,marketing,21
8203,$42.90,testing,hardware,24
8002,$877.06,amazon,marketing,2
2431,$1585.64,google cloud,hardware,6
8062,$48.03,testing,swe,18
2936,$748.00,amazon,hardware,25
6894,$1908.80,google cloud,marketing,7
6339,$212.23,amazon,swe,25
8849,$504.94,amazon,hardware,4
7354,$290.15,amazon,marketing,22
2745,$21.91,testing,marketing,25
4206,$338.14,google cloud,marketing,18
1575,$49.50,testing,hardware,5
4357,$1499.95,aws,hardware,23
6012,$38.28,testing,swe,14
2128,$1576.48,google cloud,r&d,28
3060,$26.66,testing,r&d,27
2447,$844.09,amazon,r&d,16
6147,$43.44,testing,swe,3
5062,$743.74,amazon,hardware,12
5019,$672.64,amazon,r&d,27
6080,$43.27,testing,hardware,20
366,$32.51,testing,swe,9
6223,$35.69,testing,marketing,28
1198,$22.99,testing,hardware,16
416,$24.98,testing,swe,5
1281,$1530.82,aws,hardware,19
4967,$1641.08,aws,swe,22
3709,$869.77,google cloud,marketing,9
834,$741.07,amazon,swe,11
